Title;People;Class;minplayers;maxplayers;allow_kids;Description;Genre
A new, practical and easy method of learning the Portuguese language;F. Ahn;books;1;1;0;;Portuguese language -- Grammar
Philippine Folk Tales (680);;books;1;1;0;"""Philippine Folk Tales"" by Mabel Cook Cole is a collection of traditional stories compiled and annotated in the early 20th century. This anthology focuses on the rich folklore of the Philippines, presenting tales that delve into the magic, superstitions, and customs of various indigenous tribes in the archipelago.  The opening of the collection introduces the author's intention and the cultural context of the tales, highlighting her experiences among the wild tribes of the Philippines during her ethnological work. It sets the stage for the stories to come, which are grouped by different tribes, including the Tinguian and Igorot. The narratives promise a deep dive into mythical characters, such as Aponibolinayen, and themes of magical transformations, interactions with nature, and the exploration of human emotions and relationships, encapsulating the essence of Philippine folklore. The stories not only entertain but also serve to preserve cultural heritage and provide insights into the values and beliefs of the Filipino people. (This is an automatically generated summary.)";Folklore -- Philippines, Tales -- Philippines
One thousand books for children (678);;books;1;1;0;;Children -- Books and reading, Children's literature -- Bibliography
Revelations of Divine Love (666);;books;1;1;0;"""Revelations of Divine Love"" by Julian of Norwich is a spiritual and mystical work written in the 14th century. This piece is considered one of the first books in the English language authored by a woman and offers profound insights into the nature of God's love and compassion as experienced by the author. It presents a series of revelations or visions that Julian received during a period of illness, focusing on themes of divine love, the suffering of Christ, and the human condition.  The opening of the text establishes Julian's identity as a recluse and sets the tone for her reflections on her relationship with God. She describes her experiences leading up to the moment she received a series of fourteen revelations. These revelations detail her visionary encounters with Christ's Passion and the divine, filled with teachings on faith, love, and the complexity of sin and suffering. Julian emphasizes her humble position as an unlearned ""simple creature,"" articulating her deep longing for understanding and connection with the Divine. Her reflections not only engage with profound theological concepts but also serve as a source of comfort and guidance for believers seeking a greater love and compassion in their own lives. (This is an automatically generated summary.)";Devotional literature
Cape Cod;F. Mitchell;books;1;1;0;;Cape Cod (Mass.), Cape Cod (Mass.) -- History
Christmas in Storyland (645);;books;1;1;0;;Christmas stories
How the shortage of skilled mechanics is being overcome;training the unskilled;books;1;1;0;"""How the Shortage of Skilled Mechanics is Being Overcome by Training the Unskilled"" is a publication focused on industrial training during World War I, released in the early 20th century. The work is organized by the Council of National Defense and highlights efforts and policies aimed at addressing a significant labor shortage in skilled mechanics to meet wartime production needs. The likely topic of the book is the structured approach to training unskilled workers effectively and efficiently, emphasizing the collaboration between labor, employers, and educators to maintain production demands.  The opening of the publication sets the stage for discussing the urgent labor shortage of skilled workers, which was exacerbated by wartime industry demands. It highlights training programs initiated by various factories, showcasing how they were adapting their workforce through rapid, intensive training methods rather than traditional apprenticeship. Different committees, representing labor, employers, and educational institutions, collaborated to establish training departments where unskilled workers could quickly learn specific tasks relevant to wartime productions, ensuring a skilled workforce could be ramped up to meet urgent national needs. (This is an automatically generated summary.)";World War, 1914-1918 -- Economic aspects -- United States, Technical education -- United States, Mechanics (Persons), Unskilled labor -- United States
Great short stories, Volume 2 (of 3) : (615);;books;1;1;0;;Fiction, Short stories, Ghost stories
The Anglo-Egyptian Sudan: a compendium prepared;officers of the Sudan government, Vol. 2;books;1;1;0;;Sudan -- Description and travel, Sudan -- History
Spanish Tales for Beginners (606);;books;1;1;0;"""Spanish Tales for Beginners"" by E. C. Hills and Louise Reinhardt is a collection of short stories edited for language learners, likely written in the early 20th century. The book aims to introduce readers to Spanish literature while also portraying modern Spanish life through engaging narratives that are accessible to beginners. The selection includes narratives that range from fables to tales with moral implications, showcasing the richness of Spanish storytelling.  At the start of the collection, the author discusses the intention behind the tales, emphasizing their literary quality and their reflection of contemporary Spanish life. The opening story depicts a dying lion imparting crucial advice to his son about the dangers posed by humans, blending animal characters and moral lessons to address the themes of caution and respect for wisdom. The story sets a tone that aims to captivate readers while providing foundational language practice, thus serving as a meaningful introduction to the broader themes of human interactions and societal norms explored throughout the volume. (This is an automatically generated summary.)";Spanish language -- Readers
Great short stories, Volume 3 (of 3) : (601);;books;1;1;0;;Fiction, Short stories, Love stories, Adventure stories
Filiations;Jacques Bainville;books;1;1;0;;Short stories, French, French fiction -- 20th century
La nave de los locos :;Pío Baroja;books;1;1;0;;Spain -- History -- Carlist War, 1833-1840 -- Fiction, Aviraneta e Ibargoyen, Eugenio de, 1792-1872 -- Fiction
A journey over land to India;Donald Campbell;books;1;1;0;;Voyages and travels -- Early works to 1800, Adventure and adventurers -- Early works to 1800
The Oera Linda Book, from a Manuscript of the Thirteenth Century (542);;books;1;1;0;"""The Oera Linda Book"" by J. G. Ottema et al. is a historical manuscript likely written in the late 19th century. This work claims to provide an account of ancient Frisian culture and history, blending mythological elements with narrative accounts that claim lineage from the submersion of a mythical land called Atland. The manuscript's authenticity is disputed, sparking debates among literary and historical circles.  At the start of the text, it is introduced through a preface explaining the background of a very ancient manuscript that had been preserved through generations. Hiddo oera Linda, a key figure, emphasizes the importance of these writings for understanding their heritage and warns against external influences that threaten their customs. Additionally, the introduction comprises an overview of the manuscript's origins, claiming it documents events and traditions from Frisian history, and includes narratives that feature characters such as Adela, who plays a pivotal role in advocating for the preservation of their culture amidst external threats. (This is an automatically generated summary.)";Frisian language -- Texts
Everyman, with other interludes, including eight miracle plays (526);;books;1;1;0;"""Everyman"" with other interludes, including eight miracle plays by Ernest Rhys is a collection of medieval morality plays likely written in the late 15th century. The central focus of this collection revolves around the character of Everyman, who represents all humanity, as he embarks on a journey to reckon with his life and face Death. This work offers a blend of religious themes, human virtues, and moral reflections, engaging readers in both the spiritual and social contexts of its time.  The opening of ""Everyman"" introduces the theme of death and the importance of living a righteous life. The play begins with a messenger calling for the audience's attention to the moral narrative about Everyman, who receives a summons from Death, sent by God. Throughout this introduction, Everyman is depicted as being unprepared for his journey to give an account of his life, gripping the reader with the stark reality of mortality. Characters such as Fellowship, Kindred, and Goods, who symbolize different aspects of Everyman’s life, all abandon him in this time of need, ultimately highlighting the solitary confrontation humanity must face when confronted with death. The narrative sets the tone for the larger moral lessons woven throughout the collection, emphasizing the value of Good Deeds and the futility of material wealth. (This is an automatically generated summary.)";Mysteries and miracle-plays, English, English drama -- To 1500, Bible plays, English, Moralities, English
Sex problems of man in health and disease :;Moses Scholtz;books;1;1;0;;Sex, Sexually transmitted diseases
Ritual of the Order of the Eastern Star (517);;books;1;1;0;"""Ritual of the Order of the Eastern Star"" is a ceremonial manual likely written in the late 19th century. This text serves as a guide for the rituals, organizational structure, and membership of the Order of the Eastern Star, an organization related to Freemasonry. It outlines the roles of various officers, the process of opening and closing meetings, and the specific ceremonies involved in initiation and installation.   At the start of the book, the introduction provides a historical context for the Order's establishment, highlighting the formation of the General Grand Chapter in 1876. The opening portion includes essential regulations, memberships criteria, and the duties of officers, establishing a clear framework for the proceedings of the chapters. Additionally, it details the various degrees within the order and the significant figures represented in the rituals, setting the stage for a structured and meaningful organization dedicated to charity, truth, and loving-kindness within the Masonic framework. (This is an automatically generated summary.)";Freemasonry -- Rituals, Order of the Eastern Star -- Rituals
The Anglo-Saxon Chronicle (505);;books;1;1;0;"""The Anglo-Saxon Chronicle"" by J. Ingram and J. A. Giles is a historical account originally compiled under the reign of King Alfred the Great, around the late 9th century, and continued until the 12th century by various anonymous scribes. This chronicle serves as a vital record of early English history, documenting significant events from the arrival of the Saxons through to the Norman Conquest, illustrating the development of the English state and its people.  The opening of the chronicle introduces the geographical and historical context of Britain, describing its length and breadth, and outlining the key early inhabitants, including the Britons, Picts, and Scots. It recounts the Roman invasion led by Julius Caesar, the subsequent battles fought by these early peoples, and the migration of different groups into the island. This portion establishes a foundation for understanding the complexities of Britain’s early ethnic and cultural composition, leading to the eventual establishment of Anglo-Saxon kingdoms. The narrative is structured chronologically, with significant events marked by the names of leaders and notable occurrences, making it a unique and essential source for anyone interested in the early medieval history of England. (This is an automatically generated summary.)";Great Britain -- History -- Anglo-Saxon period, 449-1066 -- Sources, Anglo-Saxons -- Early works to 1800
Saint Dominique;Jean Guiraud;books;1;1;0;;Dominic, Saint, 1170-1221
The Nibelungenlied (491);;books;1;1;0;"""The Nibelungenlied"" by G. H. Needler is an epic poem that was composed in the early 13th century. This translation aims to present this revered work of German literature in a metrical form akin to the original, making it accessible to English readers. The epic centers on the themes of valor, betrayal, and revenge, weaving together the legendary tale of the hero Siegfried and the tragic fate of Kriemhild, who becomes embroiled in sorrow and vengeance following Siegfried's death.  The opening of the poem introduces Kriemhild, a noble maiden in Burgundy, and her ominous dream that foreshadows a tragic fate involving a ""falcon"" she raises, which signifies a noble husband. It highlights her brothers, Gunther, Gernot, and Giselher, who are noble warriors in their own right. As the narrative unfolds, the arrival of Siegfried, a prince of great merit from the Netherlands, is hinted at, setting up the drama that will soon lead to momentous events involving love, conflict, and retribution. The introduction provides historical context and a glimpse of the characters that will engage in a tale filled with bravery and heartache, establishing the groundwork for the epic's tragic unfolding. (This is an automatically generated summary.)";Epic poetry, German -- Translations into English
Otto Speckter (491);;books;1;1;0;;Speckter, Otto, 1807-1871
The Egyptian Book of the dead (489);;books;1;1;0;"""The Egyptian Book of the Dead"" by P. Le Page Renouf and Edouard Naville is a historical text and religious document compiled from various periods of ancient Egyptian civilization. Likely written from the Old to the Ptolemaic period, the work is a collection of spells, hymns, and prayers designed to guide the deceased through the afterlife, promising resurrection, eternal life, and the favor of the gods. The text reflects the Egyptians' profound beliefs in the afterlife and the importance of proper rites to ensure safe passage and enjoyment of eternity for the departed.  The opening of the text introduces transcriptions and notes, indicating careful preservation of the original hieroglyphs and commentary on textual variations. The initial chapters outline essential themes such as resurrection and entry into the afterworld, culminating in the supplication of deities like Osiris and Thoth for assistance in navigating the challenges of the Netherworld. Each chapter serves as a guide for the deceased, providing powerful invocations and affirmations that highlight their identity as Osiris or favored by the gods, thus underscoring the belief in transformation and communion with divine powers in life after death. (This is an automatically generated summary.)";Future life, Incantations, Egyptian
A Biblia Sagrada, Contendo o Velho e o Novo Testamento (485);;books;1;1;0;"""A Biblia Sagrada, Contendo o Velho e o Novo Testamento"" by João Ferreira d'Almeida is a religious text written in the early 20th century. This edition serves as a Portuguese translation of the Bible, meticulously compiled to present both the Old and New Testaments. The likely focus of this work is to provide readers with a comprehensive understanding of biblical scripture, alongside references and annotations for context.  The opening of this translation presents the Genesis account of creation, detailing God's creation of the heavens and the earth, the formation of light and darkness, as well as the creation of mankind in His image. It narrates the establishment of the Garden of Eden, the introduction of Adam and Eve, and the important moral dilemmas they face, such as the temptation by the serpent and the subsequent fall from grace. This beginning sets the stage for exploring themes of creation, sin, and divine covenant, foundational elements that are pivotal to the larger biblical narrative. (This is an automatically generated summary.)";Bible
Filipino Popular Tales (468);;books;1;1;0;"""Filipino Popular Tales"" by Dean S. Fansler is a collection of folk tales gathered from the Philippines during the early 20th century, specifically between 1908 and 1914. This compilation presents an accessible format for readers interested in the rich oral traditions of the Filipino people, showcasing the blend of indigenous folklore influenced by varied cultural encounters, including Malayan, Indian, and Occidental narratives. Fansler aims to highlight the significance of these tales in the broader context of world fiction, offering a glimpse into the unique cultural heritage of the Philippines.  At the start of the anthology, the opening tale, ""Suan's Good Luck,"" introduces a clever boy named Suan who gains a reputation as a diviner despite his playful nature and whimsical acts of deception. Through a series of challenges, Suan successfully finds a missing ring and wins the hand of a princess, exhibiting both luck and cunning along the way. The narrative follows Suan as he navigates a world filled with trials where intelligence and creativity triumph over adversity, setting the tone for the collection's overarching themes of wit, bravery, and the consequences of one's choices in Filipino folklore. (This is an automatically generated summary.)";Folklore -- Philippines, Tales -- Philippines
Canada West (466);;books;1;1;0;"""Canada West"" by Canada Department of the Interior is a historical account written in the early 20th century. The publication serves as a promotional document detailing the opportunities associated with settling and farming in Western Canada, particularly in Manitoba, Saskatchewan, and Alberta. The text highlights the vast amounts of arable land available for homesteading and the favorable conditions for agriculture in the region, making it a compelling read for prospective settlers and farmers.  The opening of the book lays out the regulations for obtaining land in these provinces, emphasizing the eligibility criteria, the steps needed to acquire a homestead, and the agricultural prospects of the land. Highlighting the area's geographical advantages, it discusses crop yields, the success of mixed farming, and the rapid growth of local settlements and towns. By showcasing the demand for food production, the book aims to attract immigrants and settlers to take advantage of the rich resources available in Western Canada, as well as reinforce a sense of optimism about the burgeoning agricultural economy at the time. (This is an automatically generated summary.)";Agriculture -- Prairie Provinces, Northwest, Canadian -- Economic conditions
The Best American Humorous Short Stories (464);;books;1;1;0;"""The Best American Humorous Short Stories"" by Alexander Jessup is a collection of comedic short stories curated from the rich tapestry of American literature, likely assembled in the early 20th century. This anthology aims to showcase diverse narratives that embody humor, emphasizing the art of the short story while celebrating the unique wit of various American authors throughout history. The collection promises an array of entertaining tales that explore the follies and foibles of human nature, often through the lens of well-known literary figures.  The opening of the book includes a comprehensive introduction by editor Alexander Jessup, who outlines the criteria for selecting stories for this anthology. He carefully navigates the balance between presenting quality short stories and maintaining a focus on humor, recognizing the importance of context and character development alongside comedic elements. Examples of the types of humorists and stories that will appear in the collection are provided, alongside a discussion of the exclusion of some well-known humor writers whose work may not fit the anthology's standards. This sets the stage for a rich exploration of American humor through short stories, from the whimsical to the satirical, inviting readers to indulge in a literary journey marked by laughter and insight. (This is an automatically generated summary.)";Short stories, American
A Classification and Subject Index for Cataloguing and Arranging the Books and Pamphlets of a Librar (462);;books;1;1;0;"""A Classification and Subject Index for Cataloguing and Arranging the Books and Pamphlets of a Library"" by Melvil Dewey is a comprehensive guide on library classification systems published during the late 19th century. The work outlines the Dewey Decimal Classification system, a numeric scheme devised to categorize library materials by subject matter, facilitating organization and retrieval. It focuses on practical usability rather than exhaustive theoretical constructs, which reflects the evolving needs of libraries in the period.  The opening portion elaborates on the rationale behind the design of the classification system, initiated by Dewey in 1873. It describes the fundamental structure of the system, which divides knowledge into ten primary classes, each further subdivided into divisions and sections, all assigned unique numerical identifiers. Dewey emphasizes the importance of categorizing books by their content rather than their format, ensuring that related materials are grouped together for easier access. As libraries grow, this system allows for flexible reorganization without the need for constant re-cataloguing, thus enhancing library efficiency and user experience. (This is an automatically generated summary.)";Classification, Dewey decimal
Miscellaneous Writings and Speeches — Volume 4;Baron Thomas Babington Macaulay Macaulay;books;1;1;0;"""Miscellaneous Writings and Speeches — Volume 4"" by Thomas Babington Macaulay is a collection of political speeches and writings authored in the early to mid-19th century. This volume primarily showcases Macaulay's critical insights on parliamentary reform in Britain, reflecting a significant period of political change and debate in the nation's history. The work captures the author's fervent advocacy for democratic principles and the gradual evolution of the political landscape, centering on key issues such as representation and reform of antiquated institutions.  The opening of the volume features a preface in which Macaulay expresses reluctance about publishing his speeches, prompted by a previous misrepresentation of his work by an unscrupulous bookseller. He addresses his political legacy, acknowledging both his conflicts with rivals, particularly Sir Robert Peel, and his commitment to ensuring an accurate portrayal of his speeches. Notably, the first speech discussed focuses on the need for parliamentary reform, commenting on the absence of representation in growing urban areas despite significant socio-economic changes. Macaulay argues for a more inclusive electoral system that acknowledges the needs of the middle classes while maintaining stability in government structures, making a case that reform is essential not only for progress but for the preservation of the current political order. (This is an automatically generated summary.)";English essays
"The Story of the Volsungs (Volsunga Saga); with Excerpts from the Poetic Edda (452)";;books;1;1;0;"""The Story of the Volsungs (Volsunga Saga)"" by Anonymous is an epic tale composed in Old Norse during the 13th century. This ancient work is a saga that recounts the legendary history of the Volsung family, weaving together elements of myth, heroic adventure, and the tragic inevitability of fate. The story begins with the origins of its central characters, including the powerful warrior Sigmund and his descendants, setting the stage for their battles, romances, and betrayals.  At the start of this saga, the narrative introduces Sigi, the son of Odin, who faces treachery and violence as he provokes the wrath of his enemies. Following Sigi's rise and downfall, the tale then delves into the lineage of Volsung, his son, who becomes a renowned warrior as well as a figure of noble heritage. The opening chapters detail themes of familial loyalty, the quest for vengeance, and the intertwining fates of the Volsungs against a backdrop of magic and destiny, with suspenseful hints at the sorrows and bloodshed that await them as they navigate their heroic paths. (This is an automatically generated summary.)";Sagas -- Translations into English, Siegfried (Legendary character) -- Romances, Eddas -- Translations into English, Nibelungen -- Romances
The Jargon File, Version 4.2.2, 20 Aug 2000 (451);;books;1;1;0;"""The Jargon File, Version 4.2.2, 20 Aug 2000"" by Eric S. Raymond and Guy L. Steele is a comprehensive lexicon and cultural resource reflecting hacker slang, written in the late 20th century. The book dives into the unique language and traditions of the hacker subculture, documenting the often playful and inventive terms used within. Its content is both a celebration of hacker culture and a bridge for those outside it to understand a complex world that thrives on humor, creativity, and shared experiences.  At the start of the document, an introduction sets the tone for its purpose as a collection of slang and jargon used in hacker communities, rather than a technical dictionary. It emphasizes the significance of this specialized language in fostering a sense of identity and belonging among hackers. The opening explains that the Jargon File has evolved over the years and acts as a living document, encouraging contributions from the community to enrich its content. This section highlights the intricate relationship between language and culture within the hacker sphere, revealing how this vocabulary serves as both an insider's tool and a playful commentary on technology and society. (This is an automatically generated summary.)";Electronic data processing -- Terminology -- Humor, Computers -- Humor, Computers -- Slang -- Dictionaries
A Hundred and Seventy Chinese Poems (447);;books;1;1;0;"""A Hundred and Seventy Chinese Poems"" by Arthur Waley is a collection of Chinese poetry translated into English, written in the early 20th century. The book presents a selection of traditional Chinese poems, emphasizing their beauty and cultural significance, showcasing themes of love, friendship, nature, and the human condition. Waley's goal is to bring the essence of these ancient works to a broader audience who may not have access to the original language or context.  At the start of the collection, Waley provides a preliminary note explaining his approach to translation, citing his intent to focus on previously untranslated poems while also offering reconstructions of works that have existing translations but are flawed. The opening section includes a glimpse of various poems that will appear later in the book, touching upon different aspects of life and emotions—from battles and separation to nature and nostalgia—each rich in imagery and sentiment. This establishes a foundation for the reader to appreciate the depth and variety of Chinese poetic tradition that Waley captures in this anthology. (This is an automatically generated summary.)";Chinese poetry -- Translations into English
The History of Don Quixote, Volume 2, Complete;Miguel de Cervantes Saavedra;books;1;1;0;"""The History of Don Quixote, Volume 2, Complete"" by Miguel de Cervantes Saavedra is a classic novel created in the early 17th century. This work continues the adventures of the deluded knight-errant, Don Quixote, and his steadfast squire, Sancho Panza, as they grapple with a reality that often conflicts with their imaginative ideals. The book humorously explores themes of chivalry, sanity versus madness, and the impact of literature on life, particularly through Don Quixote’s unwavering obsession with knightly adventure.  At the start of this second volume, we find Don Quixote recovering from his previous escapades, greeted by both concern and curiosity from his friends, including the curate and barber. They debate his mental state while avoiding the topic of chivalry, hoping to find their friend restored. Meanwhile, Sancho Panza is eager to reunite with his master despite the chaos caused by their previous adventures. As they re-engage in discussions of the stories of their past, a history of Don Quixote seems to be circulating, blurring the lines between their real lives and the tales spun in literature. This intertwining of fiction and reality hints that their odd adventures are far from over as Don Quixote’s noble spirit continues to drive him towards new quests. (This is an automatically generated summary.)";Spain -- Social life and customs -- 16th century -- Fiction, Knights and knighthood -- Spain -- Fiction, Picaresque literature, Romances
English Fairy Tales (436);;books;1;1;0;"""English Fairy Tales"" by Joseph Jacobs is a collection of folk tales and stories compiled in the late 19th century. The book features a variety of traditional English tales, many of which delve into themes of magic, morality, and humor, showcasing characters such as cunning animals, foolish humans, and enchanted beings. Through engaging narratives, these tales reflect the rich oral storytelling tradition of England.  The beginning of ""English Fairy Tales"" introduces the reader to the concept of English fairy tales, though it clarifies that not all tales feature fairies. In the preface, Jacobs discusses the significance of these stories, emphasizing the gaps in recording English folklore and his desire to contribute to this literature. He outlines his approach to collecting tales, noting that some stories have never been published before and that he has reworked many to suit a younger audience's understanding. The opening portion also includes a selection of whimsical tales such as ""Tom Tit Tot,"" where a clever girl outsmarts a mischievous imp, and ""The Three Sillies,"" highlighting the foolishness of a farmer's family. Overall, Jacobs aims to preserve and celebrate the innocence and joy of English folk tales for all readers. (This is an automatically generated summary.)";Folklore -- England, Fairy tales -- England
The Bible, Douay-Rheims, Complete (434);;books;1;1;0;"""The Holy Bible"" is a sacred text traditionally attributed to various authors over a span of centuries, its earliest texts dating back to ancient times. The Douay-Rheims version is a complete translation derived from the Latin Vulgate, with the Old Testament first published in the early 17th century. The book encapsulates the foundational stories and teachings of Christianity, including the narratives of creation, the lives of the patriarchs, the laws given to Israel, the life and teachings of Jesus, and the early Christian church.  The opening portion of the text introduces the Book of Genesis, which details the creation of the world and the early history of humankind. It begins with the famous assertion that ""In the beginning, God created the heavens and the earth,"" and recounts the creation process over six days, culminating in the creation of man in God's image. Key figures such as Adam and Eve are introduced, alongside foundational narratives such as their life in the Garden of Eden, the temptation by the serpent, and the subsequent fall from grace, setting the stage for themes of sin, redemption, and the unfolding human story. This opening establishes the theological underpinnings of the Bible, making it not only a religious document but also a historical and cultural cornerstone of Western civilization. (This is an automatically generated summary.)";Bible
The Poems of Sappho: An Interpretative Rendition into English;Sappho;books;1;1;0;"""The Poems of Sappho: An Interpretative Rendition into English"" by John Myers O'Hara is a collection of poetry representing the work of the ancient Greek poet Sappho, believed to have been written during the 7th century BC. This interpretative rendition offers readers an English-language experience of Sappho's lyrical poetry, which is primarily focused on themes of love, beauty, and the experiences of women in her society. Given its classical roots, the collection provides a glimpse into the emotional depth and cultural context of Sappho's work, emphasizing its lasting relevance.  The collection includes various poems that explore Sappho's relationships, desires, and her devotion to Aphrodite, the goddess of love. It vividly portrays the emotional landscape of love, ranging from ecstatic joy to profound sorrow, often addressing both the divine and mundane aspects of her experiences. Through flowing verse, Sappho reflects on her feelings towards her beloved Anactoria, celebrates the beauty of youth and nature, and laments lost love, encapsulating the essence of human emotion with striking imagery. Each poem serves to affirm Sappho's mastery of language and her ability to articulate the complexities of desire and feminine experience, making it a significant work in the literary canon. (This is an automatically generated summary.)";Women -- Greece -- Poetry, Lesbos (Greece : Municipality) -- Poetry, Sappho -- Translations into English
A Discourse Upon the Origin and the Foundation of the Inequality Among Mankind;Rousseau;books;1;1;0;"""A Discourse Upon the Origin and the Foundation of the Inequality Among Mankind"" by J. J. Rousseau is a philosophical treatise written during the 18th century. The work explores the concepts of natural and moral inequality among humans, questioning the roots of societal disparities and the implications of civilization on human nature. Rousseau engages with the fundamental question of whether such inequalities are justified by the laws of nature or if they stem from human conventions.  At the start of the discourse, Rousseau introduces the topic by contrasting two forms of inequality: natural inequality, which is established by nature and relates to personal attributes such as age, health, and strength; and moral or political inequality, which arises from social conventions and results in varied privileges among people. He reflects on humanity’s evolution from a state of nature—where humans lived independently and with few needs—to a complex society marked by dependency, competition, and strife. In this opening portion, Rousseau sets a thought-provoking tone, prompting readers to reconsider their understanding of social structures and the often-unquestioned norms that govern their lives. (This is an automatically generated summary.)";Political science, Natural law, Equality
Fifty Famous Stories Retold;James Baldwin;books;1;1;0;"""Fifty Famous Stories Retold"" by James Baldwin is a collection of classic tales, likely written in the late 19th century. This compilation presents a variety of well-known stories drawn from history, folklore, and legends, intended primarily for a younger audience to instill moral lessons and spark an interest in literature. The narratives revolve around significant figures and events, featuring characters such as King Alfred, Julius Caesar, and Robin Hood, each exemplifying bravery, wisdom, and virtue.  The opening portion of the book introduces its aim and scope, emphasizing the educational value and historical significance of the stories included. Baldwin describes the importance of familiarizing children with these tales to nurture their understanding of moral truths and cultural heritage. The initial stories presented feature King Alfred, showcasing his wisdom through two poignant episodes: one where he unknowingly burns the cakes while preoccupied with higher matters and another illustrating his compassion in sharing his last food with a beggar. These anecdotes set the tone for the collection, combining entertainment with valuable life lessons, thereby engaging young readers while enriching their knowledge of history and moral philosophy. (This is an automatically generated summary.)";History, Folklore, Readers
Kalevala : the Epic Poem of Finland — Complete (421);;books;1;1;0;"""Kalevala: The Epic Poem of Finland — Complete"" by Lönnrot and Crawford is an epic poem composed in the early 19th century that serves as the national epic of Finland. This monumental work combines mythology, folklore, and traditional Finnish culture, revolving around the adventures of its main characters, such as Wainamoinen, Ilmarinen, and Lemminkainen, who are depicted as heroic figures possessing supernatural qualities. The poem weaves together themes of creation, nature, and the perpetual struggle between good and evil.  The beginning of ""Kalevala"" introduces the reader to its central figure, Wainamoinen, born from the primordial elements and a child of the Ether. As a water-mother traverses the ocean, she gives birth to him after a long and arduous journey. Wainamoinen emerges from the depths and begins to cultivate the land, sowing seeds and creating a vibrant environment. The text further sets the stage for Wainamoinen's adventures in Kalevala, detailing his interactions with other characters, including his contemplations on nature and the challenges he faces in establishing his realm. The rich imagery and lyrical quality establish an ancient world steeped in Finnish mythology, inviting readers to delve deeper into its fascinating narratives. (This is an automatically generated summary.)";Finnish poetry -- Translations into English
The rhyme and reason of country life : (415);;books;1;1;0;;Country life -- Poetry, Poetry -- Collections
A Plea for Captain John Brown;Henry David Thoreau;books;1;1;0;"""A Plea for Captain John Brown"" by Henry David Thoreau is an impassioned speech delivered in the late 19th century that addresses the legacy and actions of abolitionist John Brown following his raid at Harpers Ferry. This work takes the form of a public address, wherein Thoreau defends Brown, portraying him as a noble figure fighting against the moral injustices of slavery. Thoreau aims to correct misconceptions spread by the media and society about Brown's character and motives, asserting that true justice requires the recognition of Brown's bravery and commitment to human rights.  In this powerful oration, Thoreau outlines John Brown’s life, his dedication to the abolitionist cause, and his belief in the right to take violent action against the institution of slavery. He recounts Brown’s experiences, from his early life to his significant role in the Kansas conflict and ultimately his leadership during the Harpers Ferry raid. Thoreau describes Brown as a man of strong principles, unmatched courage, and profound humanity, contrasting him with the ""sane"" societal norms he condemns. The speech emphasizes the idea that true heroism can flourish in a society that often fears radical change, urging listeners to recognize and honor Brown’s sacrifice for justice and liberty. (This is an automatically generated summary.)";Slavery, Brown, John, 1800-1859, Government, Resistance to, Brown, John, 1800-1859 -- Trials, litigation, etc.
The Institutes of Justinian (406);;books;1;1;0;"""The Institutes of Justinian"" by John Baron Moyle is a translation of a foundational legal work from the late Roman Empire, likely composed during the 6th century AD. This comprehensive treatise serves as an essential guide for law students, outlining fundamental legal concepts and principles as established by Emperor Justinian I. The text addresses various aspects of law, including definitions of justice, types of law (namely natural law, civil law, and law of nations), and the rights and obligations of individuals under these laws.  The opening of the work begins with a prologue from Emperor Justinian, where he emphasizes the importance of law in maintaining good governance and justice in the Empire. The text introduces key topics such as the nature of justice, the classification of laws, and the legal status of different types of individuals, including free persons, slaves, and freedmen. Justinian outlines the structure of the law, aiming to simplify legal education by providing a systematic approach that integrates both existing legal truths and practices from Roman jurisprudence. The beginning sets a foundational understanding of Roman legal principles that will be built upon in the subsequent books of ""The Institutes."" (This is an automatically generated summary.)";Roman law
Martin Chuzzlewit;Charles Dickens;books;1;1;0;"""Martin Chuzzlewit"" by Charles Dickens is a novel written in the mid-19th century that explores themes of avarice, family dynamics, and social criticism. The story centers around the Chuzzlewit family, particularly focusing on the relationship between Martin Chuzzlewit and his manipulative relatives, including his avaricious grandfather, whose actions profoundly affect Martin's journey and character development. Dickens, with his characteristic wit and keen social observation, delves into the impact greed can have on relationships and individual morals.  The opening of ""Martin Chuzzlewit"" presents an elaborate preface by Dickens where he touches on exaggeration in character depiction, inviting readers to consider the real-life implications of vices and moral failures. The initial chapter introduces the illustrious yet flawed lineage of the Chuzzlewit family, recounting their historical escapades and setting up a satirical exploration of pride and virtue. Further, we are introduced to various characters including the architect Pecksniff, his morally preachy disposition, and the contrasting natures of his daughters, Mercy and Charity. This initial exploration sets a vivid tableau for the unfolding drama, entwining humor and pathos as Dickens critiques societal values through sharply drawn characters and critical observations. (This is an automatically generated summary.)";Satire, England -- Fiction, Bildungsromans, Young men -- Fiction, Grandfathers -- Fiction, Adventure stories, British -- United States -- Fiction, Black humor, Avarice -- Fiction, United States -- Description and travel -- Fiction
